id,status,rawText,description,message,settledAt,createdAt,transactionType,currencyCode,value,valueInBaseUnits,cardNumberSuffix,parentCategory,category,cardPurchaseMethod
9d46491a-5c2a-4df6-9b41-43ef48a160d2,SETTLED,,Joe Widdrington,Hello Fresh,2024-07-10T12:30:38+10:00,2024-07-10T12:30:38+10:00,Payment,AUD,-69.33,-6933,,home,groceries,
4943b0cb-4ac2-4453-a5aa-d90f9bec036f,SETTLED,"COLES 4964COLES 4964, ADELAIDE",Coles,,2024-07-10T02:01:52+10:00,2024-07-09T15:19:19+10:00,Purchase,AUD,-9.90,-990,4520,home,groceries,
4943b0cb-4ac2-4453-a5aa-d90f9bec036f,SETTLED,"COLES 4964COLES 4964, ADELAIDE",Coles,,2024-07-10T02:01:52+10:00,2024-07-09T15:19:19+10:00,Purchase,AUD,-9.9,-990,4520.0,home,groceries,
3a223cb2-e2ee-4ac4-bf39-65b9c0645166,SETTLED,"COLES 4964COLES 4964, ADELAIDE",Coles,,2024-07-10T02:01:52+10:00,2024-07-09T15:18:37+10:00,Purchase,AUD,-6.55,-655,4520.0,home,groceries,
3a223cb2-e2ee-4ac4-bf39-65b9c0645166,SETTLED,"COLES 4964COLES 4964, ADELAIDE",Coles,,2024-07-10T02:01:52+10:00,2024-07-09T15:18:37+10:00,Purchase,AUD,-6.55,-655,4520,home,groceries,
da2c282a-0109-4438-8e9d-e811c44bc3b9,SETTLED,,Transfer to Spending,,2024-07-08T17:50:48+10:00,2024-07-08T17:50:48+10:00,Transfer,AUD,-135.0,-13500,,,,
c08b97c0-b426-4009-b96e-6433e87b6bbc,SETTLED,,Transfer from Savings,,2024-07-08T17:50:48+10:00,2024-07-08T17:50:48+10:00,Transfer,AUD,135.0,13500,,,,
da2c282a-0109-4438-8e9d-e811c44bc3b9,SETTLED,,Transfer to Spending,,2024-07-08T17:50:48+10:00,2024-07-08T17:50:48+10:00,Transfer,AUD,-135.00,-13500,,,,
c08b97c0-b426-4009-b96e-6433e87b6bbc,SETTLED,,Transfer from Savings,,2024-07-08T17:50:48+10:00,2024-07-08T17:50:48+10:00,Transfer,AUD,135.00,13500,,,,
783ae5a6-6780-4159-b815-23acca0efe49,SETTLED,,Transfer from Savings,,2024-07-08T17:50:23+10:00,2024-07-08T17:50:23+10:00,Transfer,AUD,50.0,5000,,,,
0c084fa5-596d-46a0-b3ee-58004f66e2cf,SETTLED,,Transfer to Spending,,2024-07-08T17:50:23+10:00,2024-07-08T17:50:23+10:00,Transfer,AUD,-50.0,-5000,,,,
0c084fa5-596d-46a0-b3ee-58004f66e2cf,SETTLED,,Transfer to Spending,,2024-07-08T17:50:23+10:00,2024-07-08T17:50:23+10:00,Transfer,AUD,-50.00,-5000,,,,
783ae5a6-6780-4159-b815-23acca0efe49,SETTLED,,Transfer from Savings,,2024-07-08T17:50:23+10:00,2024-07-08T17:50:23+10:00,Transfer,AUD,50.00,5000,,,,
f85ebaae-405f-470c-94ad-f97604039449,SETTLED,"FIX COFFEE TRUST, COLLEGE PARK",FIX. Specialty Coffee,,2024-07-10T02:01:51+10:00,2024-07-08T13:12:47+10:00,Purchase,AUD,-19.8,-1980,4520.0,good-life,restaurants-and-cafes,
f85ebaae-405f-470c-94ad-f97604039449,SETTLED,"FIX COFFEE TRUST, COLLEGE PARK",FIX. Specialty Coffee,,2024-07-10T02:01:51+10:00,2024-07-08T13:12:47+10:00,Purchase,AUD,-19.80,-1980,4520,good-life,restaurants-and-cafes,
47e56fff-0e04-4984-9073-c6e27b83977c,SETTLED,"BUNNINGS 353000, KENT TOWN",Bunnings Warehouse,,2024-07-10T02:01:51+10:00,2024-07-08T12:32:31+10:00,Purchase,AUD,-25.74,-2574,4520.0,home,home-maintenance-and-improvements,
47e56fff-0e04-4984-9073-c6e27b83977c,SETTLED,"BUNNINGS 353000, KENT TOWN",Bunnings Warehouse,,2024-07-10T02:01:51+10:00,2024-07-08T12:32:31+10:00,Purchase,AUD,-25.74,-2574,4520,home,home-maintenance-and-improvements,
401749ab-64cc-4923-9cfb-e8f25c47be2c,SETTLED,ERIN PICHLER,Joe Widdrington,Shopping,2024-07-08T08:22:55+10:00,2024-07-08T08:22:55+10:00,Osko Payment Received,AUD,55.0,5500,,,,
401749ab-64cc-4923-9cfb-e8f25c47be2c,SETTLED,ERIN PICHLER,Joe Widdrington,Shopping,2024-07-08T08:22:55+10:00,2024-07-08T08:22:55+10:00,Osko Payment Received,AUD,55.00,5500,,,,
992f2e2f-b313-488e-9203-3a7f283ee810,SETTLED,"AMAZON MARKETPLAC,SYDNEY SOUTH",Amazon,,2024-07-09T04:44:36+10:00,2024-07-08T06:28:00+10:00,Purchase,AUD,-32.25,-3225,4520.0,,,
992f2e2f-b313-488e-9203-3a7f283ee810,SETTLED,"AMAZON MARKETPLAC,SYDNEY SOUTH",Amazon,,2024-07-09T04:44:36+10:00,2024-07-08T06:28:00+10:00,Purchase,AUD,-32.25,-3225,4520,home,home-maintenance-and-improvements,
742d6efb-6f5d-4390-92aa-8884640f4288,SETTLED,"COLES 0448COLES 0448,ST PETERS",Coles,,2024-07-08T04:01:31+10:00,2024-07-07T15:45:57+10:00,Purchase,AUD,-85.21,-8521,4520,home,groceries,
742d6efb-6f5d-4390-92aa-8884640f4288,SETTLED,"COLES 0448COLES 0448,ST PETERS",Coles,,2024-07-08T04:01:31+10:00,2024-07-07T15:45:57+10:00,Purchase,AUD,-85.21,-8521,4520.0,home,groceries,
3e53fe98-b861-40bf-9c5b-1fb3bcd27c43,SETTLED,,Joe Widdrington,Internet,2024-07-07T10:30:19+10:00,2024-07-07T10:30:19+10:00,Payment,AUD,-23.0,-2300,,home,internet,
3e53fe98-b861-40bf-9c5b-1fb3bcd27c43,SETTLED,,Joe Widdrington,Internet,2024-07-07T10:30:19+10:00,2024-07-07T10:30:19+10:00,Payment,AUD,-23.00,-2300,,home,internet,
c9ad7a8f-3cb7-4463-9c2a-01908ae58695,SETTLED,,Joe Widdrington,Hjs,2024-07-06T15:27:04+10:00,2024-07-06T15:27:04+10:00,Payment,AUD,-20.0,-2000,,,,
27d341de-6619-4363-888b-b1aa8ed1ef46,SETTLED,,Joe Widdrington,Woolies. Foik oiiiff,2024-07-06T13:44:26+10:00,2024-07-06T13:44:26+10:00,Payment,AUD,-12.0,-1200,,,,
b6fbe47c-6b6d-4f3f-91da-a64cce2e1662,SETTLED,UBER* TRIP\,Uber,,2024-07-06T00:26:35+10:00,2024-07-06T00:26:35+10:00,Purchase,AUD,-9.41,-941,5160.0,transport,taxis-and-share-cars,
650aa8ed-e968-49f8-a517-2db80e8643b9,SETTLED,"Cry Baby Bar, Adeliade",Cry Baby,,2024-07-07T04:05:45+10:00,2024-07-05T23:22:32+10:00,Purchase,AUD,-85.39,-8539,4520.0,good-life,pubs-and-bars,
927ef487-da1b-4b46-80e8-bbca92868c70,SETTLED,,Transfer from Savings,,2024-07-05T23:22:02+10:00,2024-07-05T23:22:02+10:00,Transfer,AUD,100.0,10000,,,,
b3006812-340c-4729-abbc-e2f6742c87b2,SETTLED,,Transfer to Spending,,2024-07-05T23:22:02+10:00,2024-07-05T23:22:02+10:00,Transfer,AUD,-100.0,-10000,,,,
6837cc75-7625-4488-af9b-afd380dffabe,SETTLED,"May Q, Adelaide",MAY Q Korean Restaurant & Bar,,2024-07-07T04:05:44+10:00,2024-07-05T21:10:01+10:00,Purchase,AUD,-18.27,-1827,4520.0,good-life,restaurants-and-cafes,
6081050c-efda-48af-983a-89c236267fa6,SETTLED,,Transfer from Savings,,2024-07-05T20:28:02+10:00,2024-07-05T20:28:02+10:00,Transfer,AUD,50.0,5000,,,,
17c9d427-3702-4c35-b9fa-4c6ab847d292,SETTLED,,Transfer to Spending,,2024-07-05T20:28:02+10:00,2024-07-05T20:28:02+10:00,Transfer,AUD,-50.0,-5000,,,,
7ed16b0c-d2fe-42d2-9757-49c068e2b942,SETTLED,,Joe Widdrington,Korean chicken,2024-07-05T20:27:46+10:00,2024-07-05T20:27:46+10:00,Payment,AUD,-44.0,-4400,,,,
29e2a747-3a5e-4db5-b4c2-cac647664fd0,SETTLED,"299 RUNDLE STREET PT, ADELAIDE",The Stag Public House,,2024-07-10T02:01:51+10:00,2024-07-05T18:06:53+10:00,Purchase,AUD,-18.18,-1818,4520.0,good-life,pubs-and-bars,
f637f5d8-c418-4156-9ad5-9ef9c0f8c4b5,SETTLED,,Transfer from Savings,,2024-07-05T11:47:29+10:00,2024-07-05T11:47:29+10:00,Transfer,AUD,100.0,10000,,,,
f25032cb-8fcb-40e5-81e4-4e852078a422,SETTLED,,Transfer to Spending,,2024-07-05T11:47:28+10:00,2024-07-05T11:47:28+10:00,Transfer,AUD,-100.0,-10000,,,,
e870be4d-95b7-4237-ab5c-dd472320573f,SETTLED,,Joe Widdrington,Electricity,2024-07-04T19:24:45+10:00,2024-07-04T19:24:45+10:00,Payment,AUD,-109.5,-10950,,home,utilities,
c6c2fe3d-7c08-4325-ad70-82261391b02b,SETTLED,,Transfer from Savings,,2024-07-04T18:45:18+10:00,2024-07-04T18:45:18+10:00,Transfer,AUD,100.0,10000,,,,
3d7dd962-74ad-4d05-9286-f56a95a04e02,SETTLED,,Transfer to Spending,,2024-07-04T18:45:17+10:00,2024-07-04T18:45:17+10:00,Transfer,AUD,-100.0,-10000,,,,
012361e1-0d3e-4021-b7a2-1b7380f2f55e,SETTLED,,Transfer from Savings,,2024-07-04T18:45:03+10:00,2024-07-04T18:45:03+10:00,Transfer,AUD,514.0,51400,,,,
53eee86d-bd2c-469b-a446-66149e6c0153,SETTLED,,Transfer to Spending,,2024-07-04T18:45:03+10:00,2024-07-04T18:45:03+10:00,Transfer,AUD,-514.0,-51400,,,,
a8f72415-a233-45ca-9fc4-f5d7d5bcb014,SETTLED,,Transfer to Savings,,2024-07-04T18:43:00+10:00,2024-07-04T18:43:00+10:00,Transfer,AUD,-2518.31,-251831,,,,
7f19c0d0-ba50-49cc-a7ec-3d307645b2ce,SETTLED,,Transfer from Spending,,2024-07-04T18:43:00+10:00,2024-07-04T18:43:00+10:00,Transfer,AUD,2518.31,251831,,,,
031539c7-ac5f-43f8-bcac-4fc3e36da95a,SETTLED,REGENCO PTY LT,RegenCo,RegenCo Wages,2024-07-04T18:42:56+10:00,2024-07-04T18:42:56+10:00,Direct Credit,AUD,2518.31,251831,,,,
86f0104a-8f70-4ab2-b62b-0cee7a89b8ad,SETTLED,,Joe Widdrington,Bunnings,2024-07-04T18:42:56+10:00,2024-07-04T18:42:56+10:00,Payment,AUD,-15.0,-1500,,personal,gifts-and-charity,
ec1118de-6d5c-468a-8421-9229a8ec64ca,SETTLED,"BOOST PREPAID RECHAR,MELBOURNE",Boost Mobile,,2024-07-06T04:03:01+10:00,2024-07-04T05:23:51+10:00,Purchase,AUD,-35.0,-3500,4520.0,personal,mobile-phone,
518375bd-4f14-413b-ae05-a075925aef47,SETTLED,,Joe Widdrington,Binge,2024-07-03T22:04:29+10:00,2024-07-03T22:04:29+10:00,Payment,AUD,-6.0,-600,,good-life,tv-and-music,
7e890e20-21a5-497e-9565-dba9ff2945bf,SETTLED,,Joe Widdrington,Curry takeaway,2024-07-03T13:10:35+10:00,2024-07-03T13:10:35+10:00,Payment,AUD,-32.0,-3200,,,,
587bf213-9ddf-43ef-9abc-18f069d41500,SETTLED,,Joe Widdrington,Beers,2024-07-03T13:08:07+10:00,2024-07-03T13:08:07+10:00,Payment,AUD,-18.0,-1800,,,,
1ab55962-e4f5-48ee-8abb-9ce8ad01a090,SETTLED,ERIN PICHLER,Joe Widdrington,Wine and clothes rack,2024-07-03T13:07:17+10:00,2024-07-03T13:07:17+10:00,Osko Payment Received,AUD,106.0,10600,,,,
bf554354-6d42-4d41-b323-a89ed2ae1296,SETTLED,,Joe Widdrington,Hello Fresh,2024-07-03T12:30:20+10:00,2024-07-03T12:30:20+10:00,Payment,AUD,-69.33,-6933,,home,groceries,
725c0b29-5609-4ca6-be91-3054db620aa4,SETTLED,"RUNDLE MALL FOODLAND, ADELAIDE",Foodland,,2024-07-04T03:37:21+10:00,2024-07-03T09:56:14+10:00,Purchase,AUD,-4.2,-420,4520.0,home,groceries,
d41ba1f5-bf1f-4e7f-be7d-668991b8dc49,SETTLED,"RUNDLE MALL FOODLAND, ADELAIDE",Foodland,,2024-07-04T03:37:21+10:00,2024-07-03T09:55:39+10:00,Purchase,AUD,-49.1,-4910,4520.0,home,groceries,
2a262486-d02e-452d-8703-2203d3a5a702,SETTLED,Regenco Pty Ltd,Regenco Pty Ltd,Expense Claims,2024-07-02T20:46:33+10:00,2024-07-02T20:46:33+10:00,Direct Credit,AUD,13.37,1337,,,,
ce51c2c5-8eaf-474f-96c2-1c53d6bf5328,SETTLED,"RUNDLE MALL FOODLAND, ADELAIDE",Foodland,,2024-07-03T02:59:24+10:00,2024-07-02T13:18:34+10:00,Purchase,AUD,-17.6,-1760,4520.0,home,groceries,
96a0e29a-7a4b-416c-a805-fbf3f2f070c6,SETTLED,"WOOLWORTHS 5003, CUMBERLAND PK",Woolworths,,2024-07-02T05:32:57+10:00,2024-07-01T17:03:45+10:00,Purchase,AUD,-11.04,-1104,4520.0,home,groceries,
f8c6a29c-7cd7-41b2-9b3b-2697ed815b8c,SETTLED,,Transfer from Savings,,2024-07-01T12:01:40+10:00,2024-07-01T12:01:40+10:00,Transfer,AUD,100.0,10000,,,,
75041609-8fbb-4862-ad8d-74c63acfd280,SETTLED,,Transfer to Spending,,2024-07-01T12:01:40+10:00,2024-07-01T12:01:40+10:00,Transfer,AUD,-100.0,-10000,,,,
0eaf0908-a6e1-4394-8f32-523218cd9bce,SETTLED,,Interest,,2024-07-01T05:47:49+10:00,2024-07-01T05:47:49+10:00,Interest,AUD,402.74,40274,,,,
c9539b79-f5f1-43de-a543-369a498f044f,SETTLED,"BUNNINGS 356000, MILE END",Bunnings Warehouse,,2024-07-02T05:32:57+10:00,2024-06-30T15:27:26+10:00,Purchase,AUD,-171.13,-17113,4520.0,home,home-maintenance-and-improvements,
85973537-29b4-4154-b4ff-a443cb868227,SETTLED,,Transfer from Savings,,2024-06-29T22:32:31+10:00,2024-06-29T22:32:31+10:00,Transfer,AUD,100.0,10000,,,,
2c06f6b8-8daa-408c-b86c-0d3edacd9c3f,SETTLED,,Transfer to Spending,,2024-06-29T22:32:31+10:00,2024-06-29T22:32:31+10:00,Transfer,AUD,-100.0,-10000,,,,
e6757069-4bfc-4a76-8ba9-7579e2d3abaa,SETTLED,"299 RUNDLE STREET PT, ADELAIDE",The Stag Public House,,2024-07-03T02:59:24+10:00,2024-06-28T18:01:15+10:00,Purchase,AUD,-12.12,-1212,4520.0,good-life,pubs-and-bars,
72f59a20-2bd0-4990-9692-d49787eb0e8d,SETTLED,"299 RUNDLE STREET PT, ADELAIDE",The Stag Public House,,2024-07-03T02:59:24+10:00,2024-06-28T17:36:54+10:00,Purchase,AUD,-12.12,-1212,4520.0,good-life,pubs-and-bars,
4817d1cb-57e0-4283-b964-c2020a755c02,SETTLED,,Monique Thomas,"Angus: 1x Shiraz, 1x Cabernet",2024-06-28T11:54:57+10:00,2024-06-28T11:54:57+10:00,Payment,AUD,-60.0,-6000,,good-life,booze,
ecc97528-33da-454b-8055-d89449d659ac,SETTLED,,Transfer from Savings,,2024-06-27T10:37:37+10:00,2024-06-27T10:37:37+10:00,Transfer,AUD,50.0,5000,,,,
2a9ef13a-8c21-413a-84eb-6d8848a9f84d,SETTLED,,Transfer to Spending,,2024-06-27T10:37:36+10:00,2024-06-27T10:37:36+10:00,Transfer,AUD,-50.0,-5000,,,,
e548a72e-a582-4e59-96b0-a3c33a30f7d4,SETTLED,,Joe Widdrington,Rent,2024-06-27T10:30:51+10:00,2024-06-27T10:30:51+10:00,Payment,AUD,-306.0,-30600,,home,rent-and-mortgage,
37210c8b-b6a8-4199-9694-92d87edf517b,SETTLED,"RUNDLE MALL FOODLAND, ADELAIDE",Foodland,,2024-06-28T03:27:18+10:00,2024-06-27T09:43:47+10:00,Purchase,AUD,-13.37,-1337,4520.0,home,groceries,
d6e28223-3c87-4d19-8ce7-c80b86afbae1,SETTLED,"RUNDLE MALL FOODLAND, ADELAIDE",Foodland,,2024-06-28T03:27:18+10:00,2024-06-27T09:42:55+10:00,Purchase,AUD,-8.75,-875,4520.0,home,groceries,
99c59fd1-47f3-4300-8a86-e7beeb2538fa,SETTLED,,Joe Widdrington,Hello Fresh,2024-06-26T12:30:24+10:00,2024-06-26T12:30:24+10:00,Payment,AUD,-69.33,-6933,,home,groceries,
e528081e-051e-4a57-bfab-367f1117014e,SETTLED,UBER* TRIP\,Uber,,2024-06-23T22:56:15+10:00,2024-06-23T22:56:15+10:00,Purchase,AUD,-16.38,-1638,5160.0,transport,taxis-and-share-cars,
576b77e9-721a-4ff3-a503-a12e2acfdd81,SETTLED,"SQ *WILLOW BEND COFFEE,Croydon",Willow Bend Coffee Roasters,,2024-06-24T01:58:55+10:00,2024-06-23T14:49:09+10:00,Purchase,AUD,-7.59,-759,4520.0,good-life,restaurants-and-cafes,
8c79de30-f1f7-4e81-bdc1-9f4661684cb3,SETTLED,"BUNNINGS 353000, KENT TOWN",Bunnings Warehouse,,2024-06-25T02:45:20+10:00,2024-06-23T11:04:43+10:00,Purchase,AUD,-11.02,-1102,4520.0,home,home-maintenance-and-improvements,
e3da8f17-8b0c-43fc-86f5-32e6838f0a6e,SETTLED,,Transfer from Savings,,2024-06-22T17:27:16+10:00,2024-06-22T17:27:16+10:00,Transfer,AUD,100.0,10000,,,,
87ed88bf-ae9a-47bf-8160-70ac5c4fff9c,SETTLED,,Transfer to Spending,,2024-06-22T17:27:16+10:00,2024-06-22T17:27:16+10:00,Transfer,AUD,-100.0,-10000,,,,
b7931e14-cfdb-40e1-93fa-71397b325e70,SETTLED,"COLES 0448COLES 0448,ST PETERS",Coles,,2024-06-24T01:58:55+10:00,2024-06-22T16:35:11+10:00,Purchase,AUD,-4.56,-456,4520.0,home,groceries,
270c342c-dd33-4f0a-b16c-b664554ef508,SETTLED,"1ST CHOICE 72501ST CHO, UNLEY",First Choice Liquor,,2024-06-24T01:58:55+10:00,2024-06-22T16:00:09+10:00,Purchase,AUD,-78.0,-7800,4520.0,good-life,booze,
b964dfc6-bf2e-4f7c-89aa-130c3e19584a,SETTLED,"WOOLWORTHS 5003, CUMBERLAND PK",Woolworths,,2024-06-23T05:23:45+10:00,2024-06-22T15:47:37+10:00,Purchase,AUD,-4.8,-480,4520.0,home,groceries,
6fc2048f-1a36-45b6-b761-43f0d999860f,SETTLED,"COLES 0448COLES 0448,ST PETERS",Coles,,2024-06-23T05:23:45+10:00,2024-06-22T12:46:31+10:00,Purchase,AUD,-9.78,-978,4520.0,home,groceries,
136cac6d-bb42-4ac4-a18e-77676410fb5f,SETTLED,"PAYPAL *ALIPAYAUSTR,4029357733",AliExpress,,2024-06-25T02:45:20+10:00,2024-06-21T22:53:36+10:00,Purchase,AUD,-22.83,-2283,4520.0,,,
46815fd8-2da3-46dc-994a-2000a160ebc7,SETTLED,,Joe Widdrington,Schnitzel,2024-06-21T19:40:11+10:00,2024-06-21T19:40:11+10:00,Payment,AUD,-40.0,-4000,,,,
1d2cc762-09f3-48d9-9169-f8dd41600ede,SETTLED,"299 RUNDLE STREET PT, ADELAIDE",The Stag Public House,,2024-06-26T04:05:07+10:00,2024-06-21T18:13:26+10:00,Purchase,AUD,-12.12,-1212,4520.0,good-life,pubs-and-bars,
29e85bd6-b827-4f74-9cf5-b8f93afc44cc,SETTLED,"RAA, MILE END",RAA,,2024-06-22T04:22:22+10:00,2024-06-21T06:37:56+10:00,Purchase,AUD,-38.25,-3825,4520.0,personal,life-admin,
9c247cb6-7f3b-4280-82b4-5abd7968ea2f,SETTLED,,Transfer from Spending,,2024-06-20T16:38:22+10:00,2024-06-20T16:38:22+10:00,Transfer,AUD,2430.31,243031,,,,
c81571cd-b70d-4546-b836-00b14b937abe,SETTLED,,Transfer to Savings,,2024-06-20T16:38:21+10:00,2024-06-20T16:38:21+10:00,Transfer,AUD,-2430.31,-243031,,,,
f0fb0e24-529c-4eea-b88c-52267400b996,SETTLED,REGENCO PTY LT,RegenCo,RegenCo Wages,2024-06-20T16:38:19+10:00,2024-06-20T16:38:19+10:00,Direct Credit,AUD,2430.31,243031,,,,
c2dbee19-390d-4bfc-b88a-914593943d41,SETTLED,Regenco Pty Ltd,Regenco Pty Ltd,Expense Claims,2024-06-20T16:38:19+10:00,2024-06-20T16:38:19+10:00,Direct Credit,AUD,25.85,2585,,,,
440da30e-e734-4222-8973-c56258509a42,SETTLED,"LIQUORLAND 6078LIQUOR,ADELAIDE",Liquorland,,2024-06-21T04:21:15+10:00,2024-06-19T17:21:37+10:00,Purchase,AUD,-20.0,-2000,4520.0,good-life,booze,
cb5e7720-f54c-404f-8b22-22caec60b9e2,SETTLED,"WOOLWORTHS 5317, RUNDLE MALL",Woolworths,,2024-06-20T02:50:48+10:00,2024-06-19T16:03:31+10:00,Purchase,AUD,-5.0,-500,4520.0,home,groceries,
69434d40-ded1-40fe-84ed-7c0dc0a44fcb,SETTLED,"COLES 4964COLES 4964, ADELAIDE",Coles,,2024-06-20T02:50:48+10:00,2024-06-19T15:57:52+10:00,Purchase,AUD,-15.1,-1510,4520.0,home,groceries,
b50b2342-dcdd-404c-b42f-054d65e384c9,SETTLED,,Joe Widdrington,Hello Fresh,2024-06-19T12:30:28+10:00,2024-06-19T12:30:28+10:00,Payment,AUD,-69.33,-6933,,home,groceries,
9c37672a-01fc-4dbc-ba43-ac8a66c1ad65,SETTLED,,Transfer from Savings,,2024-06-19T10:29:19+10:00,2024-06-19T10:29:19+10:00,Transfer,AUD,100.0,10000,,,,
b24d552e-8181-45e7-b19e-5721c3dd61b1,SETTLED,,Transfer to Spending,,2024-06-19T10:29:19+10:00,2024-06-19T10:29:19+10:00,Transfer,AUD,-100.0,-10000,,,,
ed359967-7177-4755-b12b-c5db34a221fd,SETTLED,,Transfer from Savings,,2024-06-19T10:29:06+10:00,2024-06-19T10:29:06+10:00,Transfer,AUD,581.98,58198,,,,
944a4f22-ae2b-40ca-a3f7-5ff74c39b9fe,SETTLED,,Transfer to Spending,,2024-06-19T10:29:06+10:00,2024-06-19T10:29:06+10:00,Transfer,AUD,-581.98,-58198,,,,
ee399cdb-646a-4ad6-be0a-def1ef0bc86a,SETTLED,"RAA, MILE END",RAA,,2024-06-20T02:50:48+10:00,2024-06-19T06:46:27+10:00,Purchase,AUD,-8.25,-825,4520.0,personal,life-admin,
d16c738f-05e6-43c1-a204-0e99ff0d9a58,SETTLED,"EZYREG SA, Adelaide",EzyReg,,2024-06-19T05:03:53+10:00,2024-06-17T23:18:20+10:00,Purchase,AUD,-653.1,-65310,4520.0,transport,car-insurance-and-maintenance,
de920fbc-df49-4fb8-a944-c4f649789956,SETTLED,"WOOLWORTHS 5003, CUMBERLAND PK",Woolworths,,2024-06-17T03:57:48+10:00,2024-06-16T17:24:50+10:00,Purchase,AUD,-17.83,-1783,4520.0,home,groceries,
cb644f88-b5c9-4482-b4f1-659e91e95de8,SETTLED,,Tom Cumming,Coffee,2024-06-15T10:07:12+10:00,2024-06-15T10:07:12+10:00,Payment,AUD,-13.0,-1300,,good-life,restaurants-and-cafes,
b7619ffd-f91a-4dfa-a7a0-815d4535c65e,SETTLED,CBA,CBA,Refund AdvDentalCt,2024-06-14T16:32:58+10:00,2024-06-14T16:32:58+10:00,Direct Credit,AUD,25.5,2550,,personal,health-and-medical,
7d709d2c-b3a6-4142-93c2-3834c64fdd45,SETTLED,,Regenco Pty Ltd,Angus Jumper,2024-06-14T15:22:01+10:00,2024-06-14T15:22:01+10:00,Payment,AUD,-70.0,-7000,,personal,clothing-and-accessories,
31d4d4d7-c512-4ab9-b964-b9a2d52bb047,SETTLED,"SoundCloud Monthly Go, Berlin",Soundcloud,,2024-06-15T04:00:57+10:00,2024-06-13T22:12:14+10:00,International Purchase,AUD,-11.99,-1199,4520.0,good-life,tv-and-music,
a8162f44-d982-4c37-841f-b9bb3a6a223e,SETTLED,"PAYPAL *ALIPAYAUSTR,4029357733",AliExpress,,2024-06-18T04:00:21+10:00,2024-06-13T18:53:02+10:00,Purchase,AUD,-37.37,-3737,4520.0,home,home-maintenance-and-improvements,
5a232a6d-3ad4-44ea-b925-9f3359fa95d7,SETTLED,,Transfer from Savings,,2024-06-13T18:51:58+10:00,2024-06-13T18:51:58+10:00,Transfer,AUD,200.0,20000,,,,
7e1d12c7-50ce-48ce-ab61-09101a6790cb,SETTLED,,Transfer to Spending,,2024-06-13T18:51:57+10:00,2024-06-13T18:51:57+10:00,Transfer,AUD,-200.0,-20000,,,,
c3ce5cbd-bd50-490d-83f2-fa12620e60c6,SETTLED,"CESSNOCK BICYCLE COMP,CESSNOCK","CESSNOCK BICYCLE COMP,CESSNOCK",,2024-06-16T04:19:34+10:00,2024-06-13T18:13:08+10:00,Purchase,AUD,-54.89,-5489,5160.0,transport,cycling,
60bceafb-63c0-49ef-a3ed-c16ede497f40,SETTLED,,Joe Widdrington,Rent,2024-06-13T10:31:00+10:00,2024-06-13T10:31:00+10:00,Payment,AUD,-306.0,-30600,,home,rent-and-mortgage,
2e9773cc-dc33-4bb9-9f70-75afb7e7b817,SETTLED,"SUPER ELLIOTTS - HAA, ADELAIDE",Super Elliotts Cycles,,2024-06-13T03:11:27+10:00,2024-06-12T16:11:31+10:00,Purchase,AUD,-30.0,-3000,4520.0,transport,cycling,
8babeb81-e229-489d-a26c-7cf385c008ec,SETTLED,"RUNDLE MALL FOODLAND, ADELAIDE",Foodland,,2024-06-13T03:11:27+10:00,2024-06-12T12:34:04+10:00,Purchase,AUD,-2.8,-280,4520.0,home,groceries,
0be6bc74-9066-4dcb-8321-4b8cdbc0aa72,SETTLED,,Joe Widdrington,Hello Fresh,2024-06-12T12:30:58+10:00,2024-06-12T12:30:58+10:00,Payment,AUD,-69.33,-6933,,home,groceries,
4ffff91e-00b3-46e6-ba10-d63bd9098be4,SETTLED,ERIN PICHLER,Joe Widdrington,Shopping,2024-06-11T21:04:29+10:00,2024-06-11T21:04:29+10:00,Osko Payment Received,AUD,4.6,460,,,,
3b2c4e50-b95b-47de-85bc-20e5f7b244df,SETTLED,"COLES 4964, ADELAIDE",Coles,,2024-06-12T02:15:11+10:00,2024-06-11T13:25:29+10:00,Purchase,AUD,-6.55,-655,4520.0,home,groceries,
4ee15b3a-b1ae-4235-b960-90bd2be3ee44,SETTLED,"CNB GLOBAL PTY LTD, ADELAIDE",CnB Korean Chicken 'n Burger,,2024-06-11T02:06:07+10:00,2024-06-10T13:51:11+10:00,Purchase,AUD,-21.96,-2196,4520.0,good-life,takeaway,
d00ca2e7-6e92-49be-ab42-b317f5c70f7d,SETTLED,,Transfer to Spending,,2024-06-10T13:50:06+10:00,2024-06-10T13:50:06+10:00,Transfer,AUD,-100.0,-10000,,,,
9b1f3e61-3db7-41af-83d5-df06671bb7c9,SETTLED,,Transfer from Savings,,2024-06-10T13:50:06+10:00,2024-06-10T13:50:06+10:00,Transfer,AUD,100.0,10000,,,,
ec4ce575-b507-43b1-97ca-7255275e1d91,SETTLED,"COLES 4964, ADELAIDE",Coles,,2024-06-11T02:06:06+10:00,2024-06-10T13:49:09+10:00,Purchase,AUD,-42.89,-4289,4520.0,home,groceries,
f49e1c5a-03ff-4aed-8418-ed06b1cfc8da,SETTLED,"AFENDS AU., BYRON BAY",Afends,,2024-06-11T02:06:06+10:00,2024-06-09T15:26:53+10:00,Purchase,AUD,-103.98,-10398,4520.0,personal,clothing-and-accessories,
